dz, F
1.65177e-07, 2.99975e-10
1.65265e-07, 3.00401e-10
1.65353e-07, 3.00829e-10
1.65441e-07, 3.01254e-10
1.65529e-07, 3.01676e-10
1.65617e-07, 3.02092e-10
1.65705e-07, 3.02504e-10
1.65793e-07, 3.02911e-10
1.65881e-07, 3.03316e-10
1.65969e-07, 3.03717e-10
1.66057e-07, 3.04112e-10
1.66145e-07, 3.04503e-10
1.66233e-07, 3.04892e-10
1.66321e-07, 3.0528e-10
1.66409e-07, 3.05662e-10
1.66497e-07, 3.06042e-10
1.66586e-07, 3.06417e-10
1.66674e-07, 3.06787e-10
1.66762e-07, 3.07153e-10
1.6685e-07, 3.07516e-10
1.66939e-07, 3.07876e-10
1.67027e-07, 3.08232e-10
1.67115e-07, 3.08583e-10
1.67204e-07, 3.08929e-10
1.67292e-07, 3.09271e-10
1.67381e-07, 3.09609e-10
1.67469e-07, 3.09946e-10
1.67557e-07, 3.10279e-10
1.67646e-07, 3.10606e-10
1.67734e-07, 3.10927e-10
1.67823e-07, 3.11242e-10
1.67911e-07, 3.11552e-10
1.68e-07, 3.11859e-10
1.68088e-07, 3.12163e-10
1.68177e-07, 3.12461e-10
1.68265e-07, 3.12757e-10
1.68354e-07, 3.13051e-10
1.68443e-07, 3.13341e-10
1.68531e-07, 3.13629e-10
1.6862e-07, 3.13915e-10
1.68709e-07, 3.14199e-10
1.68797e-07, 3.14478e-10
1.68886e-07, 3.14754e-10
1.68975e-07, 3.15028e-10
1.69063e-07, 3.153e-10
1.69152e-07, 3.1557e-10
1.69241e-07, 3.15837e-10
1.6933e-07, 3.16102e-10
1.69418e-07, 3.16367e-10
1.69507e-07, 3.16635e-10
1.69596e-07, 3.16905e-10
1.69685e-07, 3.17176e-10
1.69774e-07, 3.17447e-10
1.69862e-07, 3.17719e-10
1.69951e-07, 3.17988e-10
